,ATC,ATC_info,ATC_hierarchy,used_in_diabetes,is_terminal_category,number_of_children
3635,L04AG08,Ocrelizumab,"['L04AG08', 'L04AG', 'L04A', 'L04', 'L']",False,1,1
3636,L04AG07,Begelomab,"['L04AG07', 'L04AG', 'L04A', 'L04', 'L']",False,1,1
3637,L04AG06,Alemtuzumab,"['L04AG06', 'L04AG', 'L04A', 'L04', 'L']",False,1,1
3638,L04AG05,Vedolizumab,"['L04AG05', 'L04AG', 'L04A', 'L04', 'L']",False,1,1
3639,L04AG04,Belimumab,"['L04AG04', 'L04AG', 'L04A', 'L04', 'L']",False,1,1
3640,L04AG03,Natalizumab,"['L04AG03', 'L04AG', 'L04A', 'L04', 'L']",False,1,1
3641,L04AG02,Efalizumab,"['L04AG02', 'L04AG', 'L04A', 'L04', 'L']",False,1,1
3642,L04AG01,Muromonab-cd3,"['L04AG01', 'L04AG', 'L04A', 'L04', 'L']",False,1,1
3643,L04AF,Janus-associated kinase (jak) inhibitors,"['L04AF', 'L04A', 'L04', 'L']",False,9,9
3644,L04AF08,Ritlecitinib,"['L04AF08', 'L04AF', 'L04A', 'L04', 'L']",False,1,1
3645,L04AF07,Deucravacitinib,"['L04AF07', 'L04AF', 'L04A', 'L04', 'L']",False,1,1
3646,L04AF06,Peficitinib,"['L04AF06', 'L04AF', 'L04A', 'L04', 'L']",False,1,1
3647,L04AF05,Itacitinib,"['L04AF05', 'L04AF', 'L04A', 'L04', 'L']",False,1,1
3648,L04AF04,Filgotinib,"['L04AF04', 'L04AF', 'L04A', 'L04', 'L']",False,1,1
3649,L04AF03,Upadacitinib,"['L04AF03', 'L04AF', 'L04A', 'L04', 'L']",False,1,1
3650,L04AF02,Baricitinib,"['L04AF02', 'L04AF', 'L04A', 'L04', 'L']",False,1,1
3651,L04AF01,Tofacitinib,"['L04AF01', 'L04AF', 'L04A', 'L04', 'L']",False,1,1
3652,L04AE,Sphingosine-1-phosphate (s1p) receptor modulators,"['L04AE', 'L04A', 'L04', 'L']",False,6,6
3653,L04AE05,Etrasimod,"['L04AE05', 'L04AE', 'L04A', 'L04', 'L']",False,1,1
3654,L04AE04,Ponesimod,"['L04AE04', 'L04AE', 'L04A', 'L04', 'L']",False,1,1
3655,L04AE03,Siponimod,"['L04AE03', 'L04AE', 'L04A', 'L04', 'L']",False,1,1
3656,L04AE02,Ozanimod,"['L04AE02', 'L04AE', 'L04A', 'L04', 'L']",False,1,1
3657,L04AE01,Fingolimod,"['L04AE01', 'L04AE', 'L04A', 'L04', 'L']",False,1,1
3658,L04AX,Other immunosuppressants,"['L04AX', 'L04A', 'L04', 'L']",False,10,10
3659,L04AX09,Diroximel fumarate,"['L04AX09', 'L04AX', 'L04A', 'L04', 'L']",False,1,1
3660,L04AX08,Darvadstrocel,"['L04AX08', 'L04AX', 'L04A', 'L04', 'L']",False,1,1
3661,L04AX07,Dimethyl fumarate,"['L04AX07', 'L04AX', 'L04A', 'L04', 'L']",False,1,1
3662,L04AX06,Pomalidomide,"['L04AX06', 'L04AX', 'L04A', 'L04', 'L']",False,1,1
3663,L04AX05,Pirfenidone,"['L04AX05', 'L04AX', 'L04A', 'L04', 'L']",False,1,1
3664,L04AX04,Lenalidomide,"['L04AX04', 'L04AX', 'L04A', 'L04', 'L']",False,1,1
3665,L04AX03,Methotrexate,"['L04AX03', 'L04AX', 'L04A', 'L04', 'L']",False,1,1
3666,L04AX02,Thalidomide,"['L04AX02', 'L04AX', 'L04A', 'L04', 'L']",False,1,1
3667,L04AX01,Azathioprine,"['L04AX01', 'L04AX', 'L04A', 'L04', 'L']",False,1,1
3668,L04AD,Calcineurin inhibitors,"['L04AD', 'L04A', 'L04', 'L']",False,4,4
3669,L04AD03,Voclosporin,"['L04AD03', 'L04AD', 'L04A', 'L04', 'L']",False,1,1
3670,L04AD02,Tacrolimus,"['L04AD02', 'L04AD', 'L04A', 'L04', 'L']",False,1,1
3671,L04AD01,Ciclosporin,"['L04AD01', 'L04AD', 'L04A', 'L04', 'L']",False,1,1
3672,L04AC,Interleukin inhibitors,"['L04AC', 'L04A', 'L04', 'L']",False,25,25
3673,L04AC25,Levilimab,"['L04AC25', 'L04AC', 'L04A', 'L04', 'L']",False,1,1
3674,L04AC24,Mirikizumab,"['L04AC24', 'L04AC', 'L04A', 'L04', 'L']",False,1,1
3675,L04AC23,Olokizumab,"['L04AC23', 'L04AC', 'L04A', 'L04', 'L']",False,1,1
3676,L04AC22,Spesolimab,"['L04AC22', 'L04AC', 'L04A', 'L04', 'L']",False,1,1
3677,L04AC21,Bimekizumab,"['L04AC21', 'L04AC', 'L04A', 'L04', 'L']",False,1,1
3678,L04AC20,Netakimab,"['L04AC20', 'L04AC', 'L04A', 'L04', 'L']",False,1,1
3679,L04AC19,Satralizumab,"['L04AC19', 'L04AC', 'L04A', 'L04', 'L']",False,1,1
3680,L04AC18,Risankizumab,"['L04AC18', 'L04AC', 'L04A', 'L04', 'L']",False,1,1
3681,L04AC17,Tildrakizumab,"['L04AC17', 'L04AC', 'L04A', 'L04', 'L']",False,1,1
3682,L04AC16,Guselkumab,"['L04AC16', 'L04AC', 'L04A', 'L04', 'L']",False,1,1
3683,L04AC15,Sirukumab,"['L04AC15', 'L04AC', 'L04A', 'L04', 'L']",False,1,1
3684,L04AC14,Sarilumab,"['L04AC14', 'L04AC', 'L04A', 'L04', 'L']",False,1,1
3685,L04AC13,Ixekizumab,"['L04AC13', 'L04AC', 'L04A', 'L04', 'L']",False,1,1
3686,L04AC12,Brodalumab,"['L04AC12', 'L04AC', 'L04A', 'L04', 'L']",False,1,1
3687,L04AC11,Siltuximab,"['L04AC11', 'L04AC', 'L04A', 'L04', 'L']",False,1,1
3688,L04AC10,Secukinumab,"['L04AC10', 'L04AC', 'L04A', 'L04', 'L']",False,1,1
3689,L04AC09,Briakinumab,"['L04AC09', 'L04AC', 'L04A', 'L04', 'L']",False,1,1
3690,L04AC08,Canakinumab,"['L04AC08', 'L04AC', 'L04A', 'L04', 'L']",False,1,1
3691,L04AC07,Tocilizumab,"['L04AC07', 'L04AC', 'L04A', 'L04', 'L']",False,1,1
3692,L04AC05,Ustekinumab,"['L04AC05', 'L04AC', 'L04A', 'L04', 'L']",False,1,1
3693,L04AC04,Rilonacept,"['L04AC04', 'L04AC', 'L04A', 'L04', 'L']",False,1,1
3694,L04AC03,Anakinra,"['L04AC03', 'L04AC', 'L04A', 'L04', 'L']",False,1,1
3695,L04AC02,Basiliximab,"['L04AC02', 'L04AC', 'L04A', 'L04', 'L']",False,1,1
3696,L04AC01,Daclizumab,"['L04AC01', 'L04AC', 'L04A', 'L04', 'L']",False,1,1
3697,L04AB,Tumor necrosis factor alpha (tnf-alpha) inhibitors,"['L04AB', 'L04A', 'L04', 'L']",False,8,8
3698,L04AB07,Opinercept,"['L04AB07', 'L04AB', 'L04A', 'L04', 'L']",False,1,1
3699,L04AB06,Golimumab,"['L04AB06', 'L04AB', 'L04A', 'L04', 'L']",False,1,1
3700,L04AB05,Certolizumab pegol,"['L04AB05', 'L04AB', 'L04A', 'L04', 'L']",False,1,1
3701,L04AB04,Adalimumab,"['L04AB04', 'L04AB', 'L04A', 'L04', 'L']",False,1,1
3702,L04AB03,Afelimomab,"['L04AB03', 'L04AB', 'L04A', 'L04', 'L']",False,1,1
3703,L04AB02,Infliximab,"['L04AB02', 'L04AB', 'L04A', 'L04', 'L']",False,1,1
3704,L04AB01,Etanercept,"['L04AB01', 'L04AB', 'L04A', 'L04', 'L']",False,1,1
3705,L04AA,Selective immunosuppressants,"['L04AA', 'L04A', 'L04', 'L']",False,14,14
3706,L04AA58,Efgartigimod alfa,"['L04AA58', 'L04AA', 'L04A', 'L04', 'L']",False,1,1
3707,L04AA48,Belumosudil,"['L04AA48', 'L04AA', 'L04A', 'L04', 'L']",False,1,1
3708,L04AA41,Imlifidase,"['L04AA41', 'L04AA', 'L04A', 'L04', 'L']",False,1,1
3709,L04AA40,Cladribine,"['L04AA40', 'L04AA', 'L04A', 'L04', 'L']",False,1,1
3710,L04AA32,Apremilast,"['L04AA32', 'L04AA', 'L04A', 'L04', 'L']",False,1,1
3711,L04AA28,Belatacept,"['L04AA28', 'L04AA', 'L04A', 'L04', 'L']",False,1,1
3712,L04AA24,Abatacept,"['L04AA24', 'L04AA', 'L04A', 'L04', 'L']",False,1,1
3713,L04AA22,Abetimus,"['L04AA22', 'L04AA', 'L04A', 'L04', 'L']",False,1,1
3714,L04AA19,Gusperimus,"['L04AA19', 'L04AA', 'L04A', 'L04', 'L']",False,1,1
3715,L04AA15,Alefacept,"['L04AA15', 'L04AA', 'L04A', 'L04', 'L']",False,1,1
3716,L04AA06,Mycophenolic acid,"['L04AA06', 'L04AA', 'L04A', 'L04', 'L']",False,1,1
3717,L04AA04,Antithymocyte immunoglobulin (rabbit),"['L04AA04', 'L04AA', 'L04A', 'L04', 'L']",False,1,1
3718,rabbit,Antithymocyte immunoglobulin,['rabbit'],False,1,1
3719,L04AA03,Antilymphocyte immunoglobulin (horse),"['L04AA03', 'L04AA', 'L04A', 'L04', 'L']",False,1,1
3720,horse,Antilymphocyte immunoglobulin,['horse'],False,1,1
3721,L03,Immunostimulants,"['L03', 'L']",False,63,63
3722,L03A,Immunostimulants,"['L03A', 'L03', 'L']",False,58,58
3723,L03AX,Other immunostimulants,"['L03AX', 'L03A', 'L03', 'L']",False,21,21
3724,L03AX22,Leniolisib,"['L03AX22', 'L03AX', 'L03A', 'L03', 'L']",False,1,1
3725,L03AX21,Elapegademase,"['L03AX21', 'L03AX', 'L03A', 'L03', 'L']",False,1,1
3726,L03AX19,Dasiprotimut-t,"['L03AX19', 'L03AX', 'L03A', 'L03', 'L']",False,1,1
3727,L03AX18,Cridanimod,"['L03AX18', 'L03AX', 'L03A', 'L03', 'L']",False,1,1
3728,L03AX17,Sipuleucel-t,"['L03AX17', 'L03AX', 'L03A', 'L03', 'L']",False,1,1
3729,L03AX16,Plerixafor,"['L03AX16', 'L03AX', 'L03A', 'L03', 'L']",False,1,1
3730,L03AX15,Mifamurtide,"['L03AX15', 'L03AX', 'L03A', 'L03', 'L']",False,1,1
3731,L03AX14,Histamine dihydrochloride,"['L03AX14', 'L03AX', 'L03A', 'L03', 'L']",False,1,1
3732,L03AX13,Glatiramer acetate,"['L03AX13', 'L03AX', 'L03A', 'L03', 'L']",False,1,1
3733,L03AX12,Melanoma vaccine,"['L03AX12', 'L03AX', 'L03A', 'L03', 'L']",False,1,1
3734,L03AX11,Tasonermin,"['L03AX11', 'L03AX', 'L03A', 'L03', 'L']",False,1,1
3735,L03AX10,Immunocyanin,"['L03AX10', 'L03AX', 'L03A', 'L03', 'L']",False,1,1
3736,L03AX09,Thymopentin,"['L03AX09', 'L03AX', 'L03A', 'L03', 'L']",False,1,1
3737,L03AX08,Poly iclc,"['L03AX08', 'L03AX', 'L03A', 'L03', 'L']",False,1,1
3738,L03AX07,Poly i:c,"['L03AX07', 'L03AX', 'L03A', 'L03', 'L']",False,1,1
3739,L03AX05,Pidotimod,"['L03AX05', 'L03AX', 'L03A', 'L03', 'L']",False,1,1
3740,L03AX04,Pegademase,"['L03AX04', 'L03AX', 'L03A', 'L03', 'L']",False,1,1
3741,L03AX03,Bcg vaccine,"['L03AX03', 'L03AX', 'L03A', 'L03', 'L']",False,1,1
3742,L03AX02,Roquinimex,"['L03AX02', 'L03AX', 'L03A', 'L03', 'L']",False,1,1
3743,L03AX01,Lentinan,"['L03AX01', 'L03AX', 'L03A', 'L03', 'L']",False,1,1
3744,L03AC,Interleukins,"['L03AC', 'L03A', 'L03', 'L']",False,3,3
3745,L03AC02,Oprelvekin,"['L03AC02', 'L03AC', 'L03A', 'L03', 'L']",False,1,1
3746,L03AC01,Aldesleukin,"['L03AC01', 'L03AC', 'L03A', 'L03', 'L']",False,1,1
3747,L03AB,Interferons,"['L03AB', 'L03A', 'L03', 'L']",False,20,20
3748,L03AB17,Sampeginterferon beta-1a,"['L03AB17', 'L03AB', 'L03A', 'L03', 'L']",False,1,1
3749,L03AB16,Peginterferon alfacon-2,"['L03AB16', 'L03AB', 'L03A', 'L03', 'L']",False,1,1
3750,L03AB15,Ropeginterferon alfa-2b,"['L03AB15', 'L03AB', 'L03A', 'L03', 'L']",False,1,1
3751,L03AB61,"Peginterferon alfa-2a, combinations","['L03AB61', 'L03AB', 'L03A', 'L03', 'L']",False,1,1
3752,L03AB60,"Peginterferon alfa-2b, combinations","['L03AB60', 'L03AB', 'L03A', 'L03', 'L']",False,1,1
3753,L03AB14,Cepeginterferon alfa-2b,"['L03AB14', 'L03AB', 'L03A', 'L03', 'L']",False,1,1
3754,L03AB13,Peginterferon beta-1a,"['L03AB13', 'L03AB', 'L03A', 'L03', 'L']",False,1,1
3755,L03AB12,Albinterferon alfa-2b,"['L03AB12', 'L03AB', 'L03A', 'L03', 'L']",False,1,1
3756,L03AB11,Peginterferon alfa-2a,"['L03AB11', 'L03AB', 'L03A', 'L03', 'L']",False,1,1
3757,L03AB10,Peginterferon alfa-2b,"['L03AB10', 'L03AB', 'L03A', 'L03', 'L']",False,1,1
3758,L03AB09,Interferon alfacon-1,"['L03AB09', 'L03AB', 'L03A', 'L03', 'L']",False,1,1
3759,L03AB08,Interferon beta-1b,"['L03AB08', 'L03AB', 'L03A', 'L03', 'L']",False,1,1
3760,L03AB07,Interferon beta-1a,"['L03AB07', 'L03AB', 'L03A', 'L03', 'L']",False,1,1
3761,L03AB06,Interferon alfa-n1,"['L03AB06', 'L03AB', 'L03A', 'L03', 'L']",False,1,1
3762,L03AB05,Interferon alfa-2b,"['L03AB05', 'L03AB', 'L03A', 'L03', 'L']",False,1,1
3763,L03AB04,Interferon alfa-2a,"['L03AB04', 'L03AB', 'L03A', 'L03', 'L']",False,1,1
3764,L03AB03,Interferon gamma,"['L03AB03', 'L03AB', 'L03A', 'L03', 'L']",False,1,1
3765,L03AB02,Interferon beta natural,"['L03AB02', 'L03AB', 'L03A', 'L03', 'L']",False,1,1
3766,L03AB01,Interferon alfa natural,"['L03AB01', 'L03AB', 'L03A', 'L03', 'L']",False,1,1
3767,L03AA,Colony stimulating factors,"['L03AA', 'L03A', 'L03', 'L']",False,13,13
3768,L03AA19,Eflapegrastim,"['L03AA19', 'L03AA', 'L03A', 'L03', 'L']",False,1,1
3769,L03AA18,Efbemalenograstim alfa,"['L03AA18', 'L03AA', 'L03A', 'L03', 'L']",False,1,1
3770,L03AA17,Pegteograstim,"['L03AA17', 'L03AA', 'L03A', 'L03', 'L']",False,1,1
3771,L03AA16,Empegfilgrastim,"['L03AA16', 'L03AA', 'L03A', 'L03', 'L']",False,1,1
3772,L03AA15,Balugrastim,"['L03AA15', 'L03AA', 'L03A', 'L03', 'L']",False,1,1
3773,L03AA14,Lipegfilgrastim,"['L03AA14', 'L03AA', 'L03A', 'L03', 'L']",False,1,1
3774,L03AA13,Pegfilgrastim,"['L03AA13', 'L03AA', 'L03A', 'L03', 'L']",False,1,1
3775,L03AA12,Ancestim,"['L03AA12', 'L03AA', 'L03A', 'L03', 'L']",False,1,1
3776,L03AA10,Lenograstim,"['L03AA10', 'L03AA', 'L03A', 'L03', 'L']",True,1,1
3777,L03AA09,Sargramostim,"['L03AA09', 'L03AA', 'L03A', 'L03', 'L']",False,1,1
3778,L03AA03,Molgramostim,"['L03AA03', 'L03AA', 'L03A', 'L03', 'L']",False,1,1
3779,L03AA02,Filgrastim,"['L03AA02', 'L03AA', 'L03A', 'L03', 'L']",False,1,1
3780,L02,Endocrine therapy,"['L02', 'L']",False,50,50
3781,L02B,Hormone antagonists and related agents,"['L02B', 'L02', 'L']",False,26,26
3782,L02BX,Other hormone antagonists and related agents,"['L02BX', 'L02B', 'L02', 'L']",False,6,6
3783,L02BX53,Abiraterone and prednisolone,"['L02BX53', 'L02BX', 'L02B', 'L02', 'L']",False,1,1
3784,L02BX04,Relugolix,"['L02BX04', 'L02BX', 'L02B', 'L02', 'L']",False,1,1
3785,L02BX03,Abiraterone,"['L02BX03', 'L02BX', 'L02B', 'L02', 'L']",False,1,1
3786,L02BX02,Degarelix,"['L02BX02', 'L02BX', 'L02B', 'L02', 'L']",False,1,1
3787,L02BX01,Abarelix,"['L02BX01', 'L02BX', 'L02B', 'L02', 'L']",False,1,1
3788,L02BG,Aromatase inhibitors,"['L02BG', 'L02B', 'L02', 'L']",False,7,7
3789,L02BG06,Exemestane,"['L02BG06', 'L02BG', 'L02B', 'L02', 'L']",False,1,1
3790,L02BG05,Vorozole,"['L02BG05', 'L02BG', 'L02B', 'L02', 'L']",False,1,1
3791,L02BG04,Letrozole,"['L02BG04', 'L02BG', 'L02B', 'L02', 'L']",False,1,1
3792,L02BG03,Anastrozole,"['L02BG03', 'L02BG', 'L02B', 'L02', 'L']",False,1,1
3793,L02BG02,Formestane,"['L02BG02', 'L02BG', 'L02B', 'L02', 'L']",False,1,1
3794,L02BG01,Aminoglutethimide,"['L02BG01', 'L02BG', 'L02B', 'L02', 'L']",False,1,1
3795,L02BB,Anti-androgens,"['L02BB', 'L02B', 'L02', 'L']",False,7,7
3796,L02BB06,Darolutamide,"['L02BB06', 'L02BB', 'L02B', 'L02', 'L']",False,1,1
3797,L02BB05,Apalutamide,"['L02BB05', 'L02BB', 'L02B', 'L02', 'L']",False,1,1
3798,L02BB04,Enzalutamide,"['L02BB04', 'L02BB', 'L02B', 'L02', 'L']",False,1,1
3799,L02BB03,Bicalutamide,"['L02BB03', 'L02BB', 'L02B', 'L02', 'L']",False,1,1
3800,L02BB02,Nilutamide,"['L02BB02', 'L02BB', 'L02B', 'L02', 'L']",False,1,1
3801,L02BB01,Flutamide,"['L02BB01', 'L02BB', 'L02B', 'L02', 'L']",False,1,1
3802,L02BA,Anti-estrogens,"['L02BA', 'L02B', 'L02', 'L']",False,5,5
3803,L02BA04,Elacestrant,"['L02BA04', 'L02BA', 'L02B', 'L02', 'L']",False,1,1
3804,L02BA03,Fulvestrant,"['L02BA03', 'L02BA', 'L02B', 'L02', 'L']",False,1,1
3805,L02BA02,Toremifene,"['L02BA02', 'L02BA', 'L02B', 'L02', 'L']",False,1,1
3806,L02BA01,Tamoxifen,"['L02BA01', 'L02BA', 'L02B', 'L02', 'L']",False,1,1
3807,L02A,Hormones and related agents,"['L02A', 'L02', 'L']",False,18,18
3808,L02AX,Other hormones,"['L02AX', 'L02A', 'L02', 'L']",False,1,1
3809,L02AE,Gonadotropin releasing hormone analogues,"['L02AE', 'L02A', 'L02', 'L']",False,7,7
3810,L02AE51,Leuprorelin and bicalutamide,"['L02AE51', 'L02AE', 'L02A', 'L02', 'L']",False,1,1
3811,L02AE05,Histrelin,"['L02AE05', 'L02AE', 'L02A', 'L02', 'L']",False,1,1
3812,L02AE04,Triptorelin,"['L02AE04', 'L02AE', 'L02A', 'L02', 'L']",False,1,1
3813,L02AE03,Goserelin,"['L02AE03', 'L02AE', 'L02A', 'L02', 'L']",False,1,1
3814,L02AE02,Leuprorelin,"['L02AE02', 'L02AE', 'L02A', 'L02', 'L']",False,1,1
3815,L02AE01,Buserelin,"['L02AE01', 'L02AE', 'L02A', 'L02', 'L']",False,1,1
3816,L02AB,Progestogens,"['L02AB', 'L02A', 'L02', 'L']",False,4,4
3817,L02AB03,Gestonorone,"['L02AB03', 'L02AB', 'L02A', 'L02', 'L']",False,1,1
3818,L02AB02,Medroxyprogesterone,"['L02AB02', 'L02AB', 'L02A', 'L02', 'L']",False,1,1
3819,L02AB01,Megestrol,"['L02AB01', 'L02AB', 'L02A', 'L02', 'L']",False,1,1
3820,L02AA,Estrogens,"['L02AA', 'L02A', 'L02', 'L']",False,5,5
3821,L02AA04,Fosfestrol,"['L02AA04', 'L02AA', 'L02A', 'L02', 'L']",False,1,1
3822,L02AA03,Ethinylestradiol,"['L02AA03', 'L02AA', 'L02A', 'L02', 'L']",False,1,1
3823,L02AA02,Polyestradiol phosphate,"['L02AA02', 'L02AA', 'L02A', 'L02', 'L']",False,1,1
3824,L02AA01,Diethylstilbestrol,"['L02AA01', 'L02AA', 'L02A', 'L02', 'L']",False,1,1
3825,L01,Antineoplastic agents,"['L01', 'L']",False,383,383
3826,L01F,Monoclonal antibodies and antibody drug conjugates,"['L01F', 'L01', 'L']",False,73,73
3827,L01FY,Combinations of monoclonal antibodies and antibody drug conjugates,"['L01FY', 'L01F', 'L01', 'L']",False,4,4
3828,L01FY03,Prolgolimab and nurulimab,"['L01FY03', 'L01FY', 'L01F', 'L01', 'L']",False,1,1
3829,L01FY02,Nivolumab and relatlimab,"['L01FY02', 'L01FY', 'L01F', 'L01', 'L']",False,1,1
3830,L01FY01,Pertuzumab and trastuzumab,"['L01FY01', 'L01FY', 'L01F', 'L01', 'L']",False,1,1
3831,L01FX,Other monoclonal antibodies and antibody drug conjugates,"['L01FX', 'L01F', 'L01', 'L']",False,30,30
3832,L01FX29,Talquetamab,"['L01FX29', 'L01FX', 'L01F', 'L01', 'L']",False,1,1
3833,L01FX28,Glofitamab,"['L01FX28', 'L01FX', 'L01F', 'L01', 'L']",False,1,1
3834,L01FX27,Epcoritamab,"['L01FX27', 'L01FX', 'L01F', 'L01', 'L']",False,1,1
3835,L01FX26,Mirvetuximab soravtansine,"['L01FX26', 'L01FX', 'L01F', 'L01', 'L']",False,1,1
3836,L01FX25,Mosunetuzumab,"['L01FX25', 'L01FX', 'L01F', 'L01', 'L']",False,1,1
3837,L01FX24,Teclistamab,"['L01FX24', 'L01FX', 'L01F', 'L01', 'L']",False,1,1
3838,L01FX23,Tisotumab vedotin,"['L01FX23', 'L01FX', 'L01F', 'L01', 'L']",False,1,1
3839,L01FX22,Loncastuximab tesirine,"['L01FX22', 'L01FX', 'L01F', 'L01', 'L']",False,1,1
3840,L01FX21,Naxitamab,"['L01FX21', 'L01FX', 'L01F', 'L01', 'L']",False,1,1
3841,L01FX20,Tremelimumab,"['L01FX20', 'L01FX', 'L01F', 'L01', 'L']",False,1,1
3842,L01FX19,Sabatolimab,"['L01FX19', 'L01FX', 'L01F', 'L01', 'L']",False,1,1
3843,L01FX18,Amivantamab,"['L01FX18', 'L01FX', 'L01F', 'L01', 'L']",False,1,1
3844,L01FX17,Sacituzumab govitecan,"['L01FX17', 'L01FX', 'L01F', 'L01', 'L']",False,1,1
3845,L01FX16,Oportuzumab monatox,"['L01FX16', 'L01FX', 'L01F', 'L01', 'L']",False,1,1
3846,L01FX15,Belantamab mafodotin,"['L01FX15', 'L01FX', 'L01F', 'L01', 'L']",False,1,1
3847,L01FX14,Polatuzumab vedotin,"['L01FX14', 'L01FX', 'L01F', 'L01', 'L']",False,1,1
3848,L01FX13,Enfortumab vedotin,"['L01FX13', 'L01FX', 'L01F', 'L01', 'L']",False,1,1
3849,L01FX12,Tafasitamab,"['L01FX12', 'L01FX', 'L01F', 'L01', 'L']",False,1,1
3850,L01FX11,Bermekimab,"['L01FX11', 'L01FX', 'L01F', 'L01', 'L']",False,1,1
3851,L01FX10,Olaratumab,"['L01FX10', 'L01FX', 'L01F', 'L01', 'L']",False,1,1
3852,L01FX09,Mogamulizumab,"['L01FX09', 'L01FX', 'L01F', 'L01', 'L']",False,1,1
3853,L01FX08,Elotuzumab,"['L01FX08', 'L01FX', 'L01F', 'L01', 'L']",False,1,1
3854,L01FX07,Blinatumomab,"['L01FX07', 'L01FX', 'L01F', 'L01', 'L']",False,1,1
3855,L01FX06,Dinutuximab beta,"['L01FX06', 'L01FX', 'L01F', 'L01', 'L']",False,1,1
3856,L01FX05,Brentuximab vedotin,"['L01FX05', 'L01FX', 'L01F', 'L01', 'L']",False,1,1
3857,L01FX04,Ipilimumab,"['L01FX04', 'L01FX', 'L01F', 'L01', 'L']",False,1,1
3858,L01FX03,Catumaxomab,"['L01FX03', 'L01FX', 'L01F', 'L01', 'L']",False,1,1
3859,L01FX02,Gemtuzumab ozogamicin,"['L01FX02', 'L01FX', 'L01F', 'L01', 'L']",False,1,1
3860,L01FX01,Edrecolomab,"['L01FX01', 'L01FX', 'L01F', 'L01', 'L']",False,1,1
3861,L01FG,Vegf/vegfr (vascular endothelial growth factor) inhibitors,"['L01FG', 'L01F', 'L01', 'L']",False,3,3
3862,L01FG02,Ramucirumab,"['L01FG02', 'L01FG', 'L01F', 'L01', 'L']",False,1,1
3863,L01FG01,Bevacizumab,"['L01FG01', 'L01FG', 'L01F', 'L01', 'L']",False,1,1
3864,L01FF,Pd-1/pd-l1 (programmed cell death protein 1/death ligand 1) inhibitors,"['L01FF', 'L01F', 'L01', 'L']",False,14,14
3865,L01FF13,Toripalimab,"['L01FF13', 'L01FF', 'L01F', 'L01', 'L']",False,1,1
3866,L01FF12,Serplulimab,"['L01FF12', 'L01FF', 'L01F', 'L01', 'L']",False,1,1
3867,L01FF11,Sugemalimab,"['L01FF11', 'L01FF', 'L01F', 'L01', 'L']",False,1,1
3868,L01FF10,Retifanlimab,"['L01FF10', 'L01FF', 'L01F', 'L01', 'L']",False,1,1
3869,L01FF09,Tislelizumab,"['L01FF09', 'L01FF', 'L01F', 'L01', 'L']",False,1,1
3870,L01FF08,Prolgolimab,"['L01FF08', 'L01FF', 'L01F', 'L01', 'L']",False,1,1
3871,L01FF07,Dostarlimab,"['L01FF07', 'L01FF', 'L01F', 'L01', 'L']",False,1,1
3872,L01FF06,Cemiplimab,"['L01FF06', 'L01FF', 'L01F', 'L01', 'L']",False,1,1
3873,L01FF05,Atezolizumab,"['L01FF05', 'L01FF', 'L01F', 'L01', 'L']",False,1,1
3874,L01FF04,Avelumab,"['L01FF04', 'L01FF', 'L01F', 'L01', 'L']",False,1,1
3875,L01FF03,Durvalumab,"['L01FF03', 'L01FF', 'L01F', 'L01', 'L']",False,1,1
3876,L01FF02,Pembrolizumab,"['L01FF02', 'L01FF', 'L01F', 'L01', 'L']",False,1,1
3877,L01FF01,Nivolumab,"['L01FF01', 'L01FF', 'L01F', 'L01', 'L']",False,1,1
3878,L01FE,Egfr (epidermal growth factor receptor) inhibitors,"['L01FE', 'L01F', 'L01', 'L']",False,4,4
3879,L01FE03,Necitumumab,"['L01FE03', 'L01FE', 'L01F', 'L01', 'L']",False,1,1
3880,L01FE02,Panitumumab,"['L01FE02', 'L01FE', 'L01F', 'L01', 'L']",False,1,1
3881,L01FE01,Cetuximab,"['L01FE01', 'L01FE', 'L01F', 'L01', 'L']",False,1,1
3882,L01FD,Her2 (human epidermal growth factor receptor 2) inhibitors,"['L01FD', 'L01F', 'L01', 'L']",False,7,7
3883,L01FD06,Margetuximab,"['L01FD06', 'L01FD', 'L01F', 'L01', 'L']",False,1,1
3884,L01FD05,Trastuzumab duocarmazine,"['L01FD05', 'L01FD', 'L01F', 'L01', 'L']",False,1,1
3885,L01FD04,Trastuzumab deruxtecan,"['L01FD04', 'L01FD', 'L01F', 'L01', 'L']",False,1,1
3886,L01FD03,Trastuzumab emtansine,"['L01FD03', 'L01FD', 'L01F', 'L01', 'L']",False,1,1
3887,L01FD02,Pertuzumab,"['L01FD02', 'L01FD', 'L01F', 'L01', 'L']",False,1,1
3888,L01FD01,Trastuzumab,"['L01FD01', 'L01FD', 'L01F', 'L01', 'L']",False,1,1
3889,L01FC,Cd38 (clusters of differentiation 38) inhibitors,"['L01FC', 'L01F', 'L01', 'L']",False,3,3
3890,L01FC02,Isatuximab,"['L01FC02', 'L01FC', 'L01F', 'L01', 'L']",False,1,1
3891,L01FC01,Daratumumab,"['L01FC01', 'L01FC', 'L01F', 'L01', 'L']",False,1,1
3892,L01FB,Cd22 (clusters of differentiation 22) inhibitors,"['L01FB', 'L01F', 'L01', 'L']",False,3,3
3893,L01FB02,Moxetumomab pasudotox,"['L01FB02', 'L01FB', 'L01F', 'L01', 'L']",False,1,1
